sequence_id,frame_index,timestamp_ms,ground_truth_label,model_label,model_confidence,top2_margin,proposal_label,proposal_state,controller_mode,expected_label,final_action,action_accepted,rejection_reason,cooldown_remaining,risk_cost,task_id,task_step
direct_c6:task_object_control_01,79,2607,click_2f,click_2f,0.501162,0.179736,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,80,2640,click_2f,click_2f,0.501433,0.180796,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,81,2673,click_2f,click_2f,0.515139,0.209149,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,82,2706,click_2f,click_2f,0.51917,0.219967,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,83,2739,click_2f,click_2f,0.51571,0.212216,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,84,2772,click_2f,click_2f,0.519201,0.211175,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,85,2805,click_2f,click_2f,0.515308,0.210397,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,86,2838,click_2f,click_2f,0.519798,0.211927,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,87,2871,click_2f,click_2f,0.546562,0.252862,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,88,2904,click_2f,click_2f,0.540642,0.254388,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,89,2937,click_2f,click_2f,0.554878,0.275211,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,90,2970,click_2f,click_2f,0.553984,0.284036,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,91,3003,click_2f,click_2f,0.558605,0.290809,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,92,3036,click_2f,click_2f,0.555574,0.283598,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,93,3069,click_2f,click_2f,0.543166,0.260353,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,94,3102,click_2f,click_2f,0.739375,0.574557,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,95,3135,click_2f,click_2f,0.736035,0.560723,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,96,3168,click_2f,click_2f,0.725985,0.546788,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,97,3201,click_2f,click_2f,0.72718,0.547073,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,98,3234,click_2f,click_2f,0.730653,0.552538,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,99,3267,click_2f,click_2f,0.726634,0.545493,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,100,3300,click_2f,click_2f,0.727765,0.548594,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,101,3333,click_2f,click_2f,0.72601,0.545752,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,102,3366,click_2f,click_2f,0.727003,0.545517,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,103,3399,click_2f,click_2f,0.723043,0.542993,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,104,3432,click_2f,click_2f,0.725712,0.547824,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,105,3465,click_2f,click_2f,0.72298,0.542448,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,106,3498,click_2f,click_2f,0.727423,0.546864,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,107,3531,click_2f,click_2f,0.723168,0.543287,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,108,3564,click_2f,click_2f,0.727791,0.546177,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,109,3597,click_2f,click_2f,0.724709,0.546114,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,110,3630,click_2f,click_2f,0.725547,0.545313,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,object_select
direct_c6:task_object_control_01,111,3663,no_gesture,click_2f,0.725211,0.543912,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,112,3696,no_gesture,click_2f,0.731059,0.555236,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,113,3729,no_gesture,click_2f,0.736001,0.570203,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,114,3762,no_gesture,click_2f,0.744831,0.580313,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,115,3795,no_gesture,click_2f,0.74492,0.584116,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,116,3828,no_gesture,click_2f,0.739429,0.577948,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,117,3861,no_gesture,click_2f,0.740272,0.577767,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,118,3894,no_gesture,click_2f,0.743461,0.580735,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,119,3927,no_gesture,click_2f,0.749088,0.589607,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,120,3960,no_gesture,click_2f,0.748185,0.592378,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,121,3993,no_gesture,click_2f,0.746766,0.592908,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,122,4026,no_gesture,click_2f,0.751396,0.602471,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,123,4059,no_gesture,click_2f,0.752338,0.601383,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,124,4092,no_gesture,click_2f,0.744786,0.588108,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,125,4125,no_gesture,click_2f,0.742553,0.577419,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,126,4158,no_gesture,click_2f,0.635925,0.39558,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,127,4191,no_gesture,no_gesture,0.482289,0.211111,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,
direct_c6:task_object_control_01,128,4224,no_gesture,no_gesture,0.496149,0.233754,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,
direct_c6:task_object_control_01,129,4257,zoom_in,no_gesture,0.504165,0.253232,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,130,4290,zoom_in,no_gesture,0.497351,0.239279,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,131,4323,zoom_in,no_gesture,0.492685,0.227545,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,132,4356,zoom_in,no_gesture,0.495488,0.236054,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,133,4389,zoom_in,no_gesture,0.487702,0.221614,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,134,4422,zoom_in,no_gesture,0.476983,0.203436,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,135,4455,zoom_in,no_gesture,0.486972,0.227204,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,136,4488,zoom_in,no_gesture,0.479181,0.210438,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,137,4521,zoom_in,no_gesture,0.473051,0.197851,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,138,4554,zoom_in,no_gesture,0.473638,0.202751,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,139,4587,zoom_in,no_gesture,0.476498,0.207788,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,140,4620,zoom_in,no_gesture,0.461575,0.180681,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,141,4653,zoom_in,no_gesture,0.461366,0.183239,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,142,4686,zoom_in,no_gesture,0.468156,0.197665,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,143,4719,zoom_in,no_gesture,0.458845,0.183166,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,144,4752,zoom_in,no_gesture,0.453513,0.176877,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,145,4785,zoom_in,no_gesture,0.440202,0.148139,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,146,4818,zoom_in,no_gesture,0.432025,0.138233,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,147,4851,zoom_in,no_gesture,0.424291,0.124439,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,148,4884,zoom_in,no_gesture,0.42613,0.125187,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,149,4917,zoom_in,no_gesture,0.428274,0.140505,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,150,4950,zoom_in,no_gesture,0.426183,0.128134,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,151,4983,zoom_in,no_gesture,0.483214,0.122135,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,152,5016,zoom_in,no_gesture,0.487702,0.136542,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,153,5049,zoom_in,no_gesture,0.475793,0.112061,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,154,5082,zoom_in,no_gesture,0.481435,0.127171,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,155,5115,zoom_in,no_gesture,0.478889,0.12121,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,156,5148,zoom_in,no_gesture,0.490053,0.122501,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,157,5181,zoom_in,no_gesture,0.481778,0.103549,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,158,5214,zoom_in,no_gesture,0.491387,0.125558,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,159,5247,zoom_in,no_gesture,0.480533,0.100696,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,160,5280,zoom_in,no_gesture,0.484844,0.110571,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,161,5313,zoom_in,no_gesture,0.484601,0.110014,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,162,5346,zoom_in,no_gesture,0.480709,0.101098,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,163,5379,zoom_in,no_gesture,0.479752,0.098906,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,164,5412,zoom_in,no_gesture,0.482386,0.104941,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,165,5445,zoom_in,no_gesture,0.490706,0.123997,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,166,5478,zoom_in,no_gesture,0.490074,0.12255,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,167,5511,zoom_in,no_gesture,0.47991,0.099268,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,168,5544,zoom_in,no_gesture,0.491216,0.125165,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,169,5577,zoom_in,no_gesture,0.494943,0.133702,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,170,5610,zoom_in,no_gesture,0.562934,0.125869,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,171,5643,zoom_in,no_gesture,0.570754,0.141507,no_gesture,idle,direct_c6,,idle,False,idle,0,0.0,object_control,object_zoom_in
direct_c6:task_object_control_01,172,5676,no_gesture,click_2f,0.519302,0.220587,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,173,5709,no_gesture,click_2f,0.524066,0.225598,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
direct_c6:task_object_control_01,174,5742,no_gesture,click_2f,0.525447,0.234421,click_2f,accepted,direct_c6,,select_confirm,True,,0,2.0,object_control,
